Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type,Clinical_Outcome
Hydrochlorothiazide,Diazepam,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Alprazolam,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Phenytoin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Carbamazepine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Hydrochlorothiazide,Lisinopril,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Losartan,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Furosemide,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Spironolactone,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Levothyroxine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Hydrochlorothiazide,Amoxicillin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Amoxicillin-Clavulanate,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Doxycycline,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Hydrochlorothiazide,Prednisolone,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Amlodipine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Propranolol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Metoprolol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Pantoprazole,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Esomeprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Hydrochlorothiazide,Rosuvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Hydrochlorothiazide,Gabapentin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Hydrochlorothiazide,Pregabalin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Clarithromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Erythromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Ketoconazole,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Hydrochlorothiazide,Fluconazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Hydrochlorothiazide,Insulin Glargine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Hydrochlorothiazide,Glimepiride,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Hydrochlorothiazide,Gliclazide,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Warfarin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amlodipine,Aspirin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Ibuprofen,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Paracetamol,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amlodipine,Fluoxetine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amlodipine,Sertraline,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Digoxin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amlodipine,Amiodarone,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amlodipine,Metformin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amlodipine,Insulin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amlodipine,Ciprofloxacin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amlodipine,Azithromycin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amlodipine,Rifampicin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Omeprazole,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Clopidogrel,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Heparin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amlodipine,Atorvastatin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Simvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amlodipine,Tramadol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Codeine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amlodipine,Morphine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amlodipine,Diazepam,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
